filename,width,height,class,xmin,ymin,xmax,ymax
1150.jpg,5184,3456,dolphin,1811,586,5184,2200
1151.jpg,5184,3456,dolphin,964,1756,1455,2008
1151.jpg,5184,3456,dolphin,1864,1795,2229,2039
1151.jpg,5184,3456,dolphin,2059,1817,2655,2004
1151.jpg,5184,3456,dolphin,2772,1847,2898,1965
1152.jpg,5184,3456,dolphin,1468,1213,4468,3456
1153.jpg,5184,3456,dolphin,1916,1660,2498,1982
1154.jpg,5184,3456,dolphin,1733,1486,2533,1726
1154.jpg,5184,3456,dolphin,2572,1530,2811,1700
1155.jpg,5472,3648,dolphin,210,1163,3706,2104
1156.jpg,5184,3456,dolphin,1711,1534,2316,1730
1156.jpg,5184,3456,dolphin,2446,1495,2963,1739
1157.jpg,5184,3456,dolphin,1159,1939,1924,2382
1157.jpg,5184,3456,dolphin,2342,1934,3059,2439
1158.jpg,5184,3456,dolphin,2803,769,3542,1095
1159.jpg,5184,3456,dolphin,1872,1421,4111,2347
116.jpg,5184,3456,dolphin,2490,1813,4531,2521
1160.jpg,5184,3456,dolphin,1929,1408,3368,2317
1161.jpg,5184,3456,dolphin,2551,1786,2877,2195
1162.jpg,5184,3456,dolphin,2606,1465,3633,1869
1163.jpg,5184,3456,dolphin,877,1847,1164,2073
1163.jpg,5184,3456,dolphin,1042,1526,2794,2200
1163.jpg,5184,3456,dolphin,3251,1647,4703,2134
1164.jpg,5184,3456,dolphin,1672,813,3655,1926
1165.jpg,5184,3456,dolphin,4216,1217,5184,1834
1166.jpg,5184,3456,dolphin,1803,1582,3372,2695
1166.jpg,5184,3456,dolphin,3037,1882,4816,2717
1167.jpg,5184,3456,dolphin,2085,1826,2294,2004
1168.jpg,5184,3456,dolphin,2351,1665,2494,1795
1169.jpg,5184,3456,dolphin,2155,2086,2451,2234
117.jpg,5184,3456,dolphin,636,775,4673,2625
1170.jpg,5184,3456,dolphin,1968,1813,2124,1969
1170.jpg,5184,3456,dolphin,2307,1786,2568,1956
1171.jpg,5184,3456,dolphin,2111,1426,2990,1786
1172.jpg,5184,3456,dolphin,2198,1570,2472,1728
1172.jpg,5184,3456,dolphin,2344,1635,2767,1807
1172.jpg,5184,3456,dolphin,2433,1844,3147,2093
1173.jpg,5184,3456,dolphin,977,1434,3725,2560
1174.jpg,5184,3456,dolphin,2737,695,4294,1260
1175.jpg,5184,3456,dolphin,1798,1352,4172,2473
1176.jpg,5184,3456,dolphin,2481,1404,4059,1995
1177.jpg,5184,3456,dolphin,707,1656,1237,2008
1177.jpg,5184,3456,dolphin,1725,1396,2481,1835
1177.jpg,5184,3456,dolphin,1446,1473,3090,1943
1177.jpg,5184,3456,dolphin,3598,1908,3951,2126
1178.jpg,5184,3456,dolphin,2137,1073,2907,1560
1178.jpg,5184,3456,dolphin,2624,1521,2929,1678
1179.jpg,5184,3456,dolphin,2281,1721,2746,1965
118.jpg,5184,3456,dolphin,3269,2117,3556,2317
1180.jpg,5184,3456,dolphin,2242,2235,2394,2365
1181.jpg,5184,3456,dolphin,194,1500,1203,1839
1181.jpg,5184,3456,dolphin,1907,1586,2733,1908
1182.jpg,5472,3648,dolphin,1147,2299,2029,2740
1183.jpg,5184,3456,dolphin,1833,1752,2820,2113
1183.jpg,5184,3456,dolphin,2824,1882,2977,2034
1184.jpg,5184,3456,dolphin,2855,1539,3407,1839
1185.jpg,5184,3456,dolphin,2942,1808,3311,2017
1186.jpg,5184,3456,dolphin,1824,1639,2398,1930
1187.jpg,5184,3456,dolphin,2507,1269,2959,1656
1188.jpg,5184,3456,dolphin,2098,1226,3951,1795
1188.jpg,5184,3456,dolphin,2368,852,4490,1656
1189.jpg,5184,3456,dolphin,3033,1917,3511,2169
1189.jpg,5184,3456,dolphin,3516,1969,4168,2195
119.jpg,5184,3456,dolphin,1044,1925,2327,2496
119.jpg,5184,3456,dolphin,2027,2013,3369,2534
119.jpg,5184,3456,dolphin,3456,2371,5184,2834
1190.jpg,5184,3456,dolphin,1872,1286,3433,1860
1191.jpg,5184,3456,dolphin,1021,1408,3343,2369
1191.jpg,5184,3456,dolphin,2311,1078,4251,1900
1192.jpg,5184,3456,dolphin,1542,1308,2811,2052
1193.jpg,5184,3456,dolphin,1837,1791,2716,2095
1194.jpg,5184,3456,dolphin,329,908,3620,2330
1195.jpg,5184,3456,dolphin,2037,1917,2290,2073
1195.jpg,5184,3456,dolphin,2285,1878,2746,2095
1196.jpg,5184,3456,dolphin,1907,1626,3051,2108
1197.jpg,5472,3648,dolphin,10,1285,2524,2022
1198.jpg,5184,3456,dolphin,37,1504,2951,2343
1199.jpg,5184,3456,dolphin,2233,1773,2829,2056
12.jpg,5184,3456,dolphin,1268,1682,2937,2195
120.jpg,5472,3648,dolphin,2051,1253,5411,2762
1200.jpg,5184,3456,dolphin,577,1713,2890,2239
1201.jpg,5184,3456,dolphin,1,1591,1752,1960
1201.jpg,5184,3456,dolphin,1717,1643,2904,2022
1201.jpg,5184,3456,dolphin,4033,1756,4951,2034
1202.jpg,5184,3456,dolphin,2255,1556,3498,1895
1203.jpg,5184,3456,dolphin,1503,1478,2916,2060
1204.jpg,5184,3456,dolphin,2285,1395,3742,2478
1205.jpg,5184,3456,dolphin,1090,2382,2533,2973
1206.jpg,5184,3456,dolphin,2090,1617,2890,1934
1207.jpg,5184,3456,dolphin,2912,1643,3247,1834
1208.jpg,5184,3456,dolphin,1946,1356,4051,2313
1209.jpg,5184,3456,dolphin,2416,2134,2698,2426
121.jpg,5184,3456,dolphin,1281,1859,2731,2400
1210.jpg,5184,3456,dolphin,1824,1765,3251,2539
1211.jpg,5472,3648,dolphin,820,1208,2806,2735
1211.jpg,5472,3648,dolphin,2751,2222,3606,2740
1212.jpg,5184,3456,dolphin,2377,1565,3073,1852
1213.jpg,5184,3456,dolphin,2033,2534,2946,2795
1213.jpg,5184,3456,dolphin,3129,2560,3385,2769
1214.jpg,5184,3456,dolphin,1846,1860,3885,2534
1215.jpg,5184,3456,dolphin,1624,1747,2489,2108
1215.jpg,5184,3456,dolphin,2351,1465,3559,2013
1216.jpg,5184,3456,dolphin,1946,1721,3190,2273
1217.jpg,5184,3456,dolphin,2890,2030,3355,2226
1218.jpg,5472,3648,dolphin,1715,699,5472,2285
1218.jpg,5472,3648,dolphin,4801,1067,5472,1722
1219.jpg,5184,3456,dolphin,1746,1226,2642,2178
122.jpg,5184,3456,dolphin,623,1229,2890,1754
1220.jpg,5184,3456,dolphin,2094,1339,2833,1586
1220.jpg,5184,3456,dolphin,3329,1465,3785,1600
1221.jpg,5184,3456,dolphin,2829,2469,3259,2595
1222.jpg,5184,3456,dolphin,1846,2086,2190,2300
1223.jpg,5184,3456,dolphin,2029,1652,2551,1939
1224.jpg,5184,3456,dolphin,2107,1700,2685,2039
1225.jpg,5184,3456,dolphin,1990,1100,3268,1791
1226.jpg,5184,3456,dolphin,1594,1582,1911,1821
1226.jpg,5184,3456,dolphin,1868,1413,2959,2017
1227.jpg,5184,3456,dolphin,3181,1978,4037,2347
1227.jpg,5184,3456,dolphin,4320,2147,5184,2534
1228.jpg,5184,3456,dolphin,777,1278,3377,2226
1228.jpg,5184,3456,dolphin,3920,1621,4477,2004
1229.jpg,5184,3456,dolphin,1933,1296,3125,1696
123.jpg,5472,3648,dolphin,624,1340,3242,2749
123.jpg,5472,3648,dolphin,2897,1758,5472,2985
1230.jpg,5184,3456,dolphin,1,2313,2333,3047
1230.jpg,5184,3456,dolphin,1846,1491,4246,2434
1231.jpg,5184,3456,dolphin,1359,1513,3920,2326
1232.jpg,5184,3456,dolphin,2159,1869,2355,2030
1233.jpg,5184,3456,dolphin,1764,1773,2333,2147
1233.jpg,5184,3456,dolphin,2637,2000,3011,2326
1234.jpg,5184,3456,dolphin,2377,1213,2942,1569
1235.jpg,5184,3456,dolphin,3294,1947,4472,2482
1236.jpg,5184,3456,dolphin,1694,1704,1977,2004
1237.jpg,5184,3456,dolphin,4633,2005,4851,2102
1237.jpg,5184,3456,dolphin,2114,2098,2630,2293
1238.jpg,5184,3456,dolphin,2107,108,4911,1269
1239.jpg,5184,3456,dolphin,29,1152,651,1521
1239.jpg,5184,3456,dolphin,2137,1226,3172,1647
124.jpg,5184,3456,dolphin,1906,2317,2661,2621
124.jpg,5184,3456,dolphin,3085,2604,4219,2934
1240.jpg,5184,3456,dolphin,2064,1565,2677,1956
1241.jpg,5184,3456,dolphin,2951,1560,3429,1891
1242.jpg,5184,3456,dolphin,1624,1717,2490,2047
1242.jpg,5184,3456,dolphin,2807,1791,3429,2060
1243.jpg,5184,3456,dolphin,1372,1365,5184,2573
1244.jpg,5184,3456,dolphin,2024,1438,3547,1869
1245.jpg,5184,3456,dolphin,2220,1421,3311,1856
1246.jpg,5184,3456,dolphin,2620,2086,3390,2386
1247.jpg,5184,3456,dolphin,907,1725,2490,2295
1247.jpg,5184,3456,dolphin,2516,1417,3437,1886
1248.jpg,5184,3456,dolphin,1851,1643,2872,2186
1249.jpg,5184,3456,dolphin,1951,1008,2394,1169
125.jpg,5184,3456,dolphin,1990,796,4031,1488
1250.jpg,5184,3456,dolphin,1581,1534,4998,3456
1251.jpg,5184,3456,dolphin,1437,1878,2759,2443
1252.jpg,5184,3456,dolphin,1746,1739,2107,2130
1252.jpg,5184,3456,dolphin,3246,1839,3837,2221
1252.jpg,5184,3456,dolphin,2637,1734,3868,2300
1253.jpg,5184,3456,dolphin,842,1526,3759,2504
1254.jpg,5184,3456,dolphin,1837,1591,3246,2347
1255.jpg,5184,3456,dolphin,2246,1882,2755,2213
1255.jpg,5184,3456,dolphin,3877,2156,4981,2491
1256.jpg,5184,3456,dolphin,2216,1278,2903,1713
1257.jpg,5184,3456,dolphin,2624,1995,2759,2086
1258.jpg,5184,3456,dolphin,2964,1621,3155,1830
1259.jpg,5184,3456,dolphin,1981,1500,3133,2008
126.jpg,5184,3456,dolphin,1107,1287,2811,1958
1260.jpg,5472,3648,dolphin,3001,1444,5097,2294
1260.jpg,5472,3648,dolphin,1647,1108,3601,2354
1261.jpg,5184,3456,dolphin,2098,2108,3216,2613
1262.jpg,5184,3456,dolphin,1877,2191,3764,2634
1262.jpg,5184,3456,dolphin,4759,2308,5184,2826
1263.jpg,5184,3456,dolphin,1342,1626,2233,2078
1263.jpg,5184,3456,dolphin,2529,1752,3590,2182
1264.jpg,5184,3456,dolphin,1877,1695,2707,2056
1265.jpg,5184,3456,dolphin,2277,1308,2620,1617
1266.jpg,5184,3456,dolphin,2442,1934,2890,2139
1267.jpg,5184,3456,dolphin,2216,1660,2742,1886
1268.jpg,5184,3456,dolphin,2746,2017,3003,2252
1269.jpg,5184,3456,dolphin,4037,1365,4377,1678
127.jpg,5184,3456,dolphin,440,1575,2411,2196
1270.jpg,5184,3456,dolphin,2533,1991,2877,2291
1271.jpg,5184,3456,dolphin,1,1448,324,1926
1271.jpg,5184,3456,dolphin,2477,1582,2964,1995
1271.jpg,5184,3456,dolphin,3142,1743,3420,2069
1272.jpg,5184,3456,dolphin,1011,1299,3576,2164
1273.jpg,5184,3456,dolphin,2077,1460,2994,1826
1274.jpg,5184,3456,dolphin,851,1500,3703,2208
1275.jpg,5184,3456,dolphin,2472,1547,2877,1865
1276.jpg,5184,3456,dolphin,1,1456,377,1865
1276.jpg,5184,3456,dolphin,1885,1682,2077,1834
1277.jpg,5184,3456,dolphin,494,1582,4251,3291
1278.jpg,5184,3456,dolphin,424,1186,2959,2221
1279.jpg,5184,3456,dolphin,1085,1,2468,686
128.jpg,5184,3456,dolphin,2040,1900,2711,2267
1280.jpg,5184,3456,dolphin,2707,1543,3468,1947
1281.jpg,5184,3456,dolphin,1785,1517,3120,2173
1282.jpg,5184,3456,dolphin,11,217,4651,2108
1283.jpg,5184,3456,dolphin,2537,1882,3959,2378
1284.jpg,5184,3456,dolphin,1420,1139,3703,1869
1285.jpg,5184,3456,dolphin,1203,1473,3603,2482
1286.jpg,5184,3456,dolphin,1229,1395,1694,1600
1286.jpg,5184,3456,dolphin,1968,1417,2381,1622
1287.jpg,5184,3456,dolphin,2998,1713,3577,1960
1288.jpg,5184,3456,dolphin,2376,1013,3206,1222
1289.jpg,5184,3456,dolphin,2685,1573,3907,1921
129.jpg,5184,3456,dolphin,1577,1654,2498,2071
1290.jpg,5184,3456,dolphin,2494,1347,2881,1552
1291.jpg,5184,3456,dolphin,1447,978,3164,1678
1292.jpg,5184,3456,dolphin,390,1308,3703,2508
1293.jpg,5184,3456,dolphin,1942,1634,2511,1865
1293.jpg,5184,3456,dolphin,2198,1673,2877,1934
1294.jpg,5184,3456,dolphin,2364,1065,3024,1586
1295.jpg,5184,3456,dolphin,1807,1604,2472,2043
1295.jpg,5184,3456,dolphin,3068,1708,3568,2065
1295.jpg,5184,3456,dolphin,3203,1839,3894,2147
1296.jpg,5184,3456,dolphin,1259,1891,3177,2647
1297.jpg,5472,3648,dolphin,1251,2017,1674,2485
1298.jpg,5184,3456,dolphin,2721,1844,3182,2144
1299.jpg,5184,3456,dolphin,1,2278,920,2721
1299.jpg,5184,3456,dolphin,2146,2239,3224,2652
13.jpg,5184,3456,dolphin,1428,1277,4915,3164
130.jpg,5184,3456,dolphin,1669,2000,2519,2209
1300.jpg,5184,3456,dolphin,1712,1764,2447,2186
1301.jpg,5184,3456,dolphin,1646,691,4629,1943
1302.jpg,5184,3456,dolphin,1081,2369,2159,2852
1302.jpg,5184,3456,dolphin,2846,2552,3524,2956
1303.jpg,5184,3456,dolphin,846,1700,1007,1800
1303.jpg,5184,3456,dolphin,2172,1608,2720,1965
1304.jpg,5184,3456,dolphin,1,1626,411,2052
1304.jpg,5184,3456,dolphin,1237,1247,2307,2708
1305.jpg,5184,3456,dolphin,1146,1273,3207,1991
1306.jpg,5184,3456,dolphin,2324,1295,4651,2200
1307.jpg,5184,3456,dolphin,359,1334,4385,3078
1308.jpg,5184,3456,dolphin,1390,1269,4146,2400
1309.jpg,5184,3456,dolphin,2903,1300,3111,1521
131.jpg,5184,3456,dolphin,2561,1,5184,2763
1310.jpg,5184,3456,dolphin,2211,1530,2959,1891
1311.jpg,5184,3456,dolphin,2481,221,3816,834
1312.jpg,5184,3456,dolphin,2329,1613,3581,2095
1313.jpg,5184,3456,dolphin,2494,2004,3007,2143
1313.jpg,5184,3456,dolphin,3051,1834,4137,2221
1314.jpg,5184,3456,dolphin,1128,2125,3198,2929
1315.jpg,5184,3456,dolphin,2146,1600,2389,1800
1316.jpg,5184,3456,dolphin,1464,1108,2790,1773
1316.jpg,5184,3456,dolphin,503,1047,2820,1860
1317.jpg,5184,3456,dolphin,2011,1604,2290,1760
1317.jpg,5184,3456,dolphin,2381,1560,2785,1760
1318.jpg,5184,3456,dolphin,1994,1326,2755,2039
1319.jpg,5184,3456,dolphin,524,1678,1811,2313
132.jpg,5184,3456,dolphin,1752,1550,2294,1746
1320.jpg,5184,3456,dolphin,1768,1760,2655,2169
1321.jpg,5184,3456,dolphin,2624,1456,4390,2000
1322.jpg,5184,3456,dolphin,1481,1391,2724,1821
1323.jpg,5184,3456,dolphin,2424,2478,2972,2682
1324.jpg,5184,3456,dolphin,2990,1521,3820,1847
1325.jpg,5184,3456,dolphin,1650,1625,2303,1873
1325.jpg,5184,3456,dolphin,2881,1730,3381,1900
