filename,width,height,class,xmin,ymin,xmax,ymax
5457.jpg,5184,3456,dolphin,1409.0000000000002,1.0,1560.9999999999998,233.0
5458.jpg,5184,3456,dolphin,1346.0,1504.0000000000002,2833.0,1978.0000000000002
5459.jpg,5184,3456,dolphin,2689.9999999999995,1860.0,3420.0,2139.0
5461.jpg,5184,3456,dolphin,1532.9999999999998,1156.0,2542.0,1803.9999999999998
4508.jpg,5184,3456,dolphin,1026.0,1.0,1600.0,393.0
5462.jpg,5184,3456,dolphin,2442.0,1747.0000000000002,2816.0,1938.9999999999998
5463.jpg,5184,3456,dolphin,1937.0,1461.0,2585.0,1855.9999999999998
5464.jpg,5184,3456,dolphin,2055.0000000000005,1752.0,2360.0,2117.0
5465.jpg,5184,3456,dolphin,2177.0,1382.0,3773.0,1986.0
5466.jpg,5184,3456,dolphin,0.0,1620.0,2400.0,5184.0
5467.jpg,5184,3456,dolphin,127.0,0.0,1179.0000000000005,332.0
5468.jpg,5184,3456,dolphin,393.9999999999999,2678.0,1746.9999999999998,3126.0
5469.jpg,5184,3456,dolphin,2264.0000000000005,1947.0,2480.9999999999995,2113.0
5470.jpg,5184,3456,dolphin,1733.0000000000002,1387.0,2955.0,1882.9999999999998
4509.jpg,5184,3456,dolphin,3365.0,1702.0,5183.0,2706.0
4509.jpg,5184,3456,dolphin,1877.9999999999998,1680.9999999999998,3590.0,2235.0
5472.jpg,5184,3456,dolphin,0.0,0.0,565.0,270.0
5472.jpg,5184,3456,dolphin,922.0000000000001,9.0,1600.0,361.0
5473.jpg,5184,3456,dolphin,1885.0000000000002,2026.0,4277.0,2865.0
5473.jpg,5184,3456,dolphin,612.0000000000001,2434.0,2381.0,3178.0
5474.jpg,5184,3456,dolphin,1235.0,0.0,1600.0,161.0
5475.jpg,5184,3456,dolphin,2811.0,1556.0,3416.0,1791.0000000000002
5476.jpg,5472,3648,dolphin,1138.0,1054.0,1479.0000000000002,1381.0
5476.jpg,5472,3648,dolphin,2574.0,1040.0,3006.0,1413.0
5478.jpg,5184,3456,dolphin,1898.0,1730.0,2364.0,2052.0
5479.jpg,5184,3456,dolphin,1107.0,626.0,1325.0,800.0
5480.jpg,5184,3456,dolphin,1847.0,2186.0,2021.0,2394.0
5481.jpg,5184,3456,dolphin,2555.0,1395.0,3136.9999999999995,1734.0000000000002
4510.jpg,5184,3456,dolphin,1261.0,1567.0,3098.0,1929.0
5482.jpg,5184,3456,dolphin,0.0,0.0,330.0,81.0
5483.jpg,5184,3456,dolphin,2181.0,1142.9999999999998,5184.0,2826.0
5484.jpg,5184,3456,dolphin,690.0,2347.0,1511.9999999999998,2634.0
5485.jpg,5184,3456,dolphin,11.0,982.0000000000001,720.0,1473.0
5485.jpg,5184,3456,dolphin,2746.0,1139.0,3907.0,1595.0
5487.jpg,5184,3456,dolphin,3198.0,2165.0,3677.0,2443.0
5488.jpg,5184,3456,dolphin,1268.0000000000002,2352.0,3433.0,3139.0
5489.jpg,5184,3456,dolphin,1299.0,1891.0,1573.0,2135.0
5490.jpg,5184,3456,dolphin,2403.0,1526.0,3007.0,1865.0
5491.jpg,5184,3456,dolphin,1856.0000000000002,2312.0,2313.0,4068.0
4511.jpg,5184,3456,dolphin,0.0,457.99999999999994,378.0,900.0
4511.jpg,5184,3456,dolphin,215.0,258.0,1364.9999999999995,900.0
5492.jpg,5184,3456,dolphin,1620.0,1913.0,2168.0,2208.0
5493.jpg,5184,3456,dolphin,1786.0,1493.9999999999998,2513.0,3320.0000000000005
5494.jpg,5184,3456,dolphin,1624.0,1848.0,2146.0,2065.0
5494.jpg,5184,3456,dolphin,3194.0,1817.0000000000002,3337.0,1970.0
5495.jpg,5184,3456,dolphin,7.0,1387.0,1003.0000000000001,1809.0
5495.jpg,5184,3456,dolphin,2663.9999999999995,1443.0,2929.0,1661.0
5497.jpg,5184,3456,dolphin,2273.0,1443.0,2547.0,1713.0
5498.jpg,5184,3456,dolphin,1.0,1147.0,2998.0,2391.0
5500.jpg,5184,3456,dolphin,1220.0,1717.0,1546.0,2008.0
5500.jpg,5184,3456,dolphin,1542.0,1660.0,2277.0,2046.9999999999998
5500.jpg,5184,3456,dolphin,2703.0000000000005,1842.9999999999998,3216.0,2178.0
4413.jpg,5184,3456,dolphin,1.0,1138.0,581.0,1542.0
4413.jpg,5184,3456,dolphin,659.0,1434.0,2176.0,2342.0
4413.jpg,5184,3456,dolphin,1537.0000000000002,1321.0,4115.0,2290.0
4512.jpg,5184,3456,dolphin,1886.0,1100.0,3207.0,1803.9999999999998
5502.jpg,5184,3456,dolphin,3077.0000000000005,1465.0,3320.0000000000005,1682.0
5502.jpg,5184,3456,dolphin,1451.0000000000002,1147.0,3103.0000000000005,1734.0000000000002
5503.jpg,5184,3456,dolphin,1932.9999999999998,1635.0,3149.9999999999995,2248.0
5504.jpg,5184,3456,dolphin,1885.0,1800.0000000000002,3072.0,2243.0
5505.jpg,5184,3456,dolphin,2281.0,1687.0,4312.0,2465.0
5507.jpg,5184,3456,dolphin,2146.0,1448.0,2333.0,1604.0
5507.jpg,5184,3456,dolphin,2290.0,1265.0,3216.0,1726.0
5509.jpg,5184,3456,dolphin,1694.0,1829.9999999999998,2381.0,2169.0000000000005
5510.jpg,5184,3456,dolphin,3124.0,1052.0,4446.0,1713.0
5511.jpg,5184,3456,dolphin,2433.0,1556.0,2751.0,1782.0
4513.jpg,5184,3456,dolphin,1715.0000000000002,1517.0,3557.0,1950.0000000000002
5512.jpg,5184,3456,dolphin,3102.9999999999995,1404.0,3442.0,1700.0
5513.jpg,5184,3456,dolphin,1738.0,1430.0,3277.0,1978.0000000000002
5514.jpg,5184,3456,dolphin,3164.0,1639.0,3664.0,1886.0
5517.jpg,5184,3456,dolphin,265.0,527.0,530.0,757.0
5518.jpg,5184,3456,dolphin,1633.0,1174.0,3803.0000000000005,1926.0000000000002
5519.jpg,5184,3456,dolphin,1151.0,1456.0,3690.0,2308.0
5520.jpg,5184,3456,dolphin,2572.0,1208.9999999999998,4098.0,1960.9999999999998
5521.jpg,5184,3456,dolphin,751.0,1765.0000000000002,1668.0,2083.0
5521.jpg,5184,3456,dolphin,1777.0,1604.0,3151.0,2091.0
5521.jpg,5184,3456,dolphin,2524.0,1765.0000000000002,3524.0,2248.0
4514.jpg,5184,3456,dolphin,1.0,1484.0,3506.0,2263.0
5522.jpg,5184,3456,dolphin,2116.0,1669.0,2407.0,1865.0
5522.jpg,5184,3456,dolphin,2759.0,1717.0,3207.0,1956.0
5523.jpg,5184,3456,dolphin,1522.0,3381.0,2009.0,4033.0000000000005
5525.jpg,5184,3456,dolphin,1694.0000000000002,1773.0000000000002,2712.0,2078.0
5526.jpg,5184,3456,dolphin,1395.0,0.0,1600.0,110.0
5527.jpg,5184,3456,dolphin,1833.0,642.9999999999999,4342.0,2170.0000000000005
5529.jpg,5184,3456,dolphin,1929.0000000000002,1252.0,3203.0,1673.0
5530.jpg,5184,3456,dolphin,1459.0,386.0,5103.0,3308.0
5532.jpg,5184,3456,dolphin,2100.0,2220.0,2595.0,3507.0
5533.jpg,5472,3648,dolphin,1942.0,1189.9999999999998,3629.0,1799.0
5534.jpg,5184,3456,dolphin,2559.0,1695.9999999999998,3864.0,2235.0
5535.jpg,5184,3456,dolphin,2277.0000000000005,1526.0,2786.0,1934.0
5536.jpg,5184,3456,dolphin,2511.0,1552.0,2885.0,1869.0000000000002
5537.jpg,5184,3456,dolphin,2311.0,1304.0,3707.0,1795.0
5538.jpg,5184,3456,dolphin,1664.0,1322.0,3259.0,2095.9999999999995
5539.jpg,5184,3456,dolphin,2194.0,1977.9999999999998,2647.0,2234.0
5540.jpg,5184,3456,dolphin,0.0,0.0,1495.0,691.0
4516.jpg,5184,3456,dolphin,4532.0,1767.0,5183.0,2129.0
4516.jpg,5184,3456,dolphin,1869.0000000000002,1775.0000000000002,3282.0,2196.0
5542.jpg,5472,3648,dolphin,890.0000000000002,2010.0,2376.0000000000005,5379.0
5543.jpg,5184,3456,dolphin,1468.0,2053.0,1907.0,2305.0000000000005
5544.jpg,5184,3456,dolphin,2490.0,756.0,3307.0,1213.0
5545.jpg,5184,3456,dolphin,659.0,1773.0000000000002,2985.0000000000005,2330.0
5546.jpg,5184,3456,dolphin,2186.0,1595.0,3716.0,2008.0
5546.jpg,5184,3456,dolphin,0.0,1747.0000000000002,986.0000000000002,2069.0
5547.jpg,5184,3456,dolphin,1073.9999999999998,2659.0,1378.0,3277.0
5548.jpg,5184,3456,dolphin,2047.0000000000002,1682.0,3203.0,2091.0
5549.jpg,5184,3456,dolphin,2411.0,1464.9999999999998,2751.0,1704.0
5550.jpg,5184,3456,dolphin,2585.0,1609.0,2790.0,1803.9999999999998
5551.jpg,5184,3456,dolphin,2081.0000000000005,1800.0000000000002,2612.0,2117.0
4517.jpg,5184,3456,dolphin,1221.9999999999998,2177.0,1460.0,2390.0
5552.jpg,5184,3456,dolphin,1811.0,586.0,5184.0,2200.0
5553.jpg,5184,3456,dolphin,3729.0,1756.0,4220.0,2008.0
5553.jpg,5184,3456,dolphin,2955.0,1795.0,3320.0000000000005,2039.0
5553.jpg,5184,3456,dolphin,2529.0,1816.9999999999998,3125.0,2004.0000000000002
5553.jpg,5184,3456,dolphin,2286.0,1847.0,2412.0,1964.9999999999998
5554.jpg,5184,3456,dolphin,1468.0,0.0,4468.0,2243.0
5555.jpg,5184,3456,dolphin,1915.9999999999998,1474.0,2498.0,1796.0
5556.jpg,5184,3456,dolphin,2650.9999999999995,1730.0,3451.0,1970.0
5556.jpg,5184,3456,dolphin,2373.0,1756.0,2612.0,1926.0000000000002
5557.jpg,5472,3648,dolphin,1765.9999999999998,1163.0,5262.0,2104.0
5558.jpg,5184,3456,dolphin,1711.0,1726.0,2316.0,1922.0000000000002
5558.jpg,5184,3456,dolphin,2446.0,1717.0,2963.0,1960.9999999999998
5559.jpg,5184,3456,dolphin,331.0,99.99999999999977,1096.0,543.0
5559.jpg,5184,3456,dolphin,1514.0,95.0,1600.0,600.0
5560.jpg,5184,3456,dolphin,2803.0,2361.0,3541.9999999999995,2687.0
5561.jpg,5184,3456,dolphin,1872.0,1109.0,4111.0,2035.0000000000002
4518.jpg,5184,3456,dolphin,653.0,1813.0,2694.0,2521.0
5562.jpg,5184,3456,dolphin,1928.9999999999998,1408.0,3368.0,2317.0
5563.jpg,5184,3456,dolphin,2307.0,1261.0000000000002,2633.0000000000005,1670.0
5564.jpg,5184,3456,dolphin,2606.0,1586.9999999999998,3633.0000000000005,1990.9999999999998
5565.jpg,5184,3456,dolphin,4020.0000000000005,1847.0,4307.0,2073.0
5565.jpg,5184,3456,dolphin,2390.0,1526.0,4142.0,2200.0
5565.jpg,5184,3456,dolphin,481.00000000000006,1647.0,1932.9999999999998,2134.0
5566.jpg,5184,3456,dolphin,0.0,300.0,1600.0,900.0
5568.jpg,5184,3456,dolphin,422.0,0.0,1600.0,900.0
5569.jpg,5184,3456,dolphin,219.0,0.0,428.0,37.00000000000023
5571.jpg,5184,3456,dolphin,2733.0,2086.0,3029.0,2234.0
4519.jpg,5184,3456,dolphin,0.0,677.0,1600.0,900.0
5572.jpg,5184,3456,dolphin,1968.0,1813.0,2124.0,1969.0
5572.jpg,5184,3456,dolphin,2307.0,1786.0,2568.0,1956.0
5574.jpg,5184,3456,dolphin,1728.0,2198.0,1886.0,2472.0
5574.jpg,5184,3456,dolphin,1649.0,2344.0,1821.0,2767.0
5574.jpg,5184,3456,dolphin,1363.0,2433.0,1612.0000000000002,3147.0000000000005
5575.jpg,5184,3456,dolphin,977.0,1434.0,3725.0,2560.0
5576.jpg,5184,3456,dolphin,2737.0000000000005,695.0,4294.0,1260.0
5577.jpg,5184,3456,dolphin,1798.0,1352.0,4172.0,2473.0
5578.jpg,5184,3456,dolphin,1124.9999999999998,1404.0,2702.9999999999995,1995.0
5579.jpg,5184,3456,dolphin,707.0,1656.0,1237.0,2008.0
5579.jpg,5184,3456,dolphin,1725.0,1396.0,2481.0,1835.0
5579.jpg,5184,3456,dolphin,1446.0,1473.0,3089.9999999999995,1943.0
5579.jpg,5184,3456,dolphin,3598.0,1908.0000000000002,3951.0,2126.0
5580.jpg,5184,3456,dolphin,2137.0,1073.0,2906.9999999999995,1560.0
5580.jpg,5184,3456,dolphin,2624.0,1521.0,2929.0,1678.0
5581.jpg,5184,3456,dolphin,2281.0,1721.0,2746.0,1964.9999999999998
4520.jpg,5184,3456,dolphin,1628.0,1139.0000000000002,1915.0,1339.0
5582.jpg,5184,3456,dolphin,2242.0,2235.0,2394.0,2365.0
5583.jpg,5184,3456,dolphin,194.0,1500.0,1203.0,1839.0
5583.jpg,5184,3456,dolphin,1907.0,1586.0,2733.0,1908.0000000000002
5584.jpg,5472,3648,dolphin,1147.0,2299.0,2029.0,2740.0
5585.jpg,5184,3456,dolphin,2364.0,1752.0,3350.9999999999995,2113.0
5585.jpg,5184,3456,dolphin,2207.0,1882.0000000000002,2360.0,2033.9999999999998
5586.jpg,5184,3456,dolphin,1539.0,1777.0,1839.0,2329.0
5587.jpg,5184,3456,dolphin,1873.0,1808.0,2242.0,2017.0000000000002
5588.jpg,5184,3456,dolphin,1526.0,1824.0,1817.0000000000002,2398.0
5590.jpg,5184,3456,dolphin,1233.0,1226.0,3086.0,1795.0
5590.jpg,5184,3456,dolphin,693.9999999999998,852.0,2816.0,1656.0
5591.jpg,5184,3456,dolphin,1673.0000000000002,1917.0,2151.0,2169.0
5591.jpg,5184,3456,dolphin,1015.9999999999999,1969.0,1668.0000000000002,2195.0
4521.jpg,5184,3456,dolphin,2857.0000000000005,1924.9999999999998,4140.0,2496.0
4521.jpg,5184,3456,dolphin,1814.9999999999998,2013.0,3157.0,2534.0
4521.jpg,5184,3456,dolphin,0.0,2371.0,1728.0000000000002,2834.0
5592.jpg,5184,3456,dolphin,1751.0,1286.0,3311.9999999999995,1860.0
5593.jpg,5184,3456,dolphin,1840.9999999999998,1408.0,4163.0,2369.0
5593.jpg,5184,3456,dolphin,933.0,1078.0,2873.0000000000005,1900.0
5594.jpg,5184,3456,dolphin,2373.0,1308.0,3642.0,2052.0
5595.jpg,5184,3456,dolphin,1061.0,0.0,1600.0,244.00000000000003
5596.jpg,5184,3456,dolphin,0.0,0.0,1600.0,756.0
5597.jpg,5184,3456,dolphin,2037.0,1383.0000000000002,2290.0,1539.0
5597.jpg,5184,3456,dolphin,2285.0,1361.0,2746.0,1578.0
5599.jpg,5472,3648,dolphin,2948.0,1285.0,5462.0,2022.0
5600.jpg,5184,3456,dolphin,1504.0,2233.0,2343.0,5147.0
4414.jpg,5184,3456,dolphin,1261.0000000000002,1268.0,1773.9999999999998,2937.0
4522.jpg,5472,3648,dolphin,2051.0,886.0000000000001,5411.0,2395.0
5602.jpg,5184,3456,dolphin,1217.0,577.0,1743.0,2890.0
5603.jpg,5184,3456,dolphin,1.0,1591.0,1752.0,1960.0
5603.jpg,5184,3456,dolphin,1717.0,1643.0,2904.0000000000005,2022.0
5603.jpg,5184,3456,dolphin,4033.0000000000005,1756.0,4951.0,2033.9999999999998
5604.jpg,5184,3456,dolphin,1686.0000000000002,1556.0,2929.0,1895.0000000000002
5605.jpg,5184,3456,dolphin,2268.0,1478.0,3681.0,2060.0
5606.jpg,5184,3456,dolphin,2285.0,1395.0,3742.0,2478.0
5607.jpg,5184,3456,dolphin,2382.0,2650.9999999999995,2973.0,4094.0
5609.jpg,5184,3456,dolphin,2912.0000000000005,1622.0,3247.0,1813.0
5610.jpg,5184,3456,dolphin,1945.9999999999998,1142.9999999999998,4051.0,2100.0
5611.jpg,5184,3456,dolphin,2486.0000000000005,2134.0,2767.9999999999995,2426.0
5612.jpg,5184,3456,dolphin,917.0,1824.0,1691.0,3251.0
5613.jpg,5472,3648,dolphin,0.0,303.0,85.0,821.0
5614.jpg,5184,3456,dolphin,2377.0,1565.0,3073.0,1852.0
5615.jpg,5184,3456,dolphin,2033.0,661.0,2946.0000000000005,922.0000000000001
5615.jpg,5184,3456,dolphin,3128.9999999999995,687.0,3385.0000000000005,896.0000000000001
5616.jpg,5184,3456,dolphin,1846.0,1860.0,3885.0,2534.0
5617.jpg,5184,3456,dolphin,2695.0000000000005,1747.0000000000002,3560.0000000000005,2108.0
5617.jpg,5184,3456,dolphin,1625.0,1465.0,2833.0,2013.0
5618.jpg,5184,3456,dolphin,1945.9999999999998,1721.0,3190.0,2273.0
5619.jpg,5184,3456,dolphin,1829.0,2030.0000000000002,2294.0,2226.0
5620.jpg,5472,3648,dolphin,0.0,699.0,3757.0,2285.0
5620.jpg,5472,3648,dolphin,0.0,1067.0,671.0000000000002,1722.0
5621.jpg,5184,3456,dolphin,2542.0,1226.0,3438.0,2178.0
4524.jpg,5184,3456,dolphin,623.0,1702.0,2890.0,2227.0
5622.jpg,5184,3456,dolphin,2094.0,1870.0000000000002,2833.0,2117.0
5622.jpg,5184,3456,dolphin,3329.0,1855.9999999999998,3784.9999999999995,1990.9999999999998
5623.jpg,5184,3456,dolphin,2829.0,2469.0,3259.0,2595.0
5624.jpg,5184,3456,dolphin,1846.0,2086.0,2190.0,2300.0
5625.jpg,5184,3456,dolphin,2633.0000000000005,1652.0,3155.0000000000005,1938.9999999999998
5626.jpg,5184,3456,dolphin,2107.0,1700.0,2684.9999999999995,2039.0
5627.jpg,5184,3456,dolphin,1990.0,1100.0,3268.0,1790.9999999999998
5628.jpg,5184,3456,dolphin,3273.0,1635.0,3590.0,1874.0
5628.jpg,5184,3456,dolphin,2224.9999999999995,1438.9999999999998,3316.0,2042.9999999999998
5629.jpg,5184,3456,dolphin,1147.0,1977.9999999999998,2002.9999999999998,2347.0
5629.jpg,5184,3456,dolphin,0.0,2147.0,863.9999999999998,2534.0
5630.jpg,5184,3456,dolphin,777.0000000000001,1278.0,3377.0000000000005,2226.0
5630.jpg,5184,3456,dolphin,3920.0,1621.0,4477.0,2004.0000000000002
5631.jpg,5184,3456,dolphin,1932.9999999999998,1296.0,3125.0,1696.0
4525.jpg,5472,3648,dolphin,624.0,1340.0,3242.0,2749.0
4525.jpg,5472,3648,dolphin,2896.9999999999995,1758.0,5472.0,2985.0
5632.jpg,5184,3456,dolphin,2851.0,2313.0,5183.0,3047.0
5632.jpg,5184,3456,dolphin,938.0,1491.0,3337.9999999999995,2434.0
5633.jpg,5184,3456,dolphin,1359.0,1513.0,3920.0,2326.0
5634.jpg,5184,3456,dolphin,2159.0,1425.9999999999998,2355.0,1586.9999999999998
5635.jpg,5184,3456,dolphin,1764.0,1773.0000000000002,2333.0,2147.0
5635.jpg,5184,3456,dolphin,2637.0,2000.0,3011.0,2326.0
5636.jpg,5184,3456,dolphin,2377.0,1887.0,2942.0,2243.0
5637.jpg,5184,3456,dolphin,3294.0,974.0,4472.0,1509.0
5638.jpg,5184,3456,dolphin,1694.0,1704.0,1977.0,2004.0000000000002
5639.jpg,5184,3456,dolphin,333.0000000000002,2004.9999999999998,550.9999999999999,2102.0
5639.jpg,5184,3456,dolphin,2554.0000000000005,2098.0,3070.0,2293.0
5640.jpg,5184,3456,dolphin,108.0,273.0000000000003,1269.0,3077.0000000000005
5641.jpg,5184,3456,dolphin,1934.9999999999998,29.0,2304.0000000000005,650.9999999999999
5641.jpg,5184,3456,dolphin,1809.0,2137.0,2230.0,3172.0
4526.jpg,5184,3456,dolphin,1906.0,835.0,2661.0000000000005,1139.0000000000002
4526.jpg,5184,3456,dolphin,3085.0,521.9999999999999,4219.0,852.0
5642.jpg,5184,3456,dolphin,2064.0,1565.0,2676.9999999999995,1956.0
5643.jpg,5184,3456,dolphin,2951.0,1560.0,3429.0,1891.0
5644.jpg,5184,3456,dolphin,1624.0,1717.0,2490.0,2046.9999999999998
5644.jpg,5184,3456,dolphin,2807.0,1790.9999999999998,3429.0,2060.0
5645.jpg,5184,3456,dolphin,1372.0,883.0000000000001,5184.0,2091.0
5646.jpg,5184,3456,dolphin,2024.0,1438.0,3547.0000000000005,1869.0000000000002
5648.jpg,5184,3456,dolphin,1793.9999999999998,2086.0,2564.0,2386.0
5649.jpg,5184,3456,dolphin,907.0000000000001,1161.0,2490.0,1731.0
5649.jpg,5184,3456,dolphin,2516.0,1570.0,3437.0,2039.0
5650.jpg,5184,3456,dolphin,1270.0,1851.0,1813.0,2872.0
5651.jpg,5184,3456,dolphin,1951.0,2287.0,2394.0,2447.9999999999995
4527.jpg,5184,3456,dolphin,1153.0000000000002,796.0,3194.0,1488.0
5652.jpg,5184,3456,dolphin,1581.0,1534.0,4998.0,3456.0
5654.jpg,5184,3456,dolphin,3077.0000000000005,1739.0,3438.0,2130.0
5654.jpg,5184,3456,dolphin,1346.9999999999998,1839.0,1937.9999999999998,2221.0
5654.jpg,5184,3456,dolphin,1315.9999999999998,1734.0000000000002,2547.0,2300.0
5655.jpg,5184,3456,dolphin,842.0,951.9999999999998,3759.0,1930.0
5656.jpg,5184,3456,dolphin,1837.0,1109.0,3246.0,1865.0
5657.jpg,5184,3456,dolphin,2429.0,1882.0000000000002,2938.0000000000005,2213.0
5657.jpg,5184,3456,dolphin,202.99999999999983,2156.0,1307.0000000000002,2491.0
5659.jpg,5184,3456,dolphin,2425.0,1995.0,2560.0,2086.0
5660.jpg,5184,3456,dolphin,2964.0,1626.0000000000002,3155.0000000000005,1835.0
5661.jpg,5184,3456,dolphin,2051.0,1500.0,3203.0,2008.0
4528.jpg,5184,3456,dolphin,1107.0,1287.0,2811.0,1958.0
5662.jpg,5472,3648,dolphin,3001.0000000000005,1354.0,5097.0,2204.0000000000005
5662.jpg,5472,3648,dolphin,1647.0,1294.0,3601.0000000000005,2540.0
5663.jpg,5184,3456,dolphin,2098.0,843.0000000000002,3216.0,1348.0
5664.jpg,5184,3456,dolphin,1877.0,2191.0,3763.9999999999995,2634.0
5664.jpg,5184,3456,dolphin,4759.0,2308.0,5184.0,2826.0
5665.jpg,5184,3456,dolphin,1378.0,1342.0,1829.9999999999998,2233.0
5665.jpg,5184,3456,dolphin,1274.0000000000002,2529.0,1704.0,3590.0
5666.jpg,5184,3456,dolphin,1695.0,2477.0,2056.0,3307.0000000000005
